title,link,pub_date,category,creator,description,content_html,contents_p,image,comments,guid
"'연봉 100억' 정승제, '미혼' 이유 직접 밝혔다…""적성에 안 맞아"" ('정승제하숙집')[종합]",https://www.chosun.com/entertainments/broadcast/2025/12/04/G43DEM3FGY3WMMZQMFQTAYTCGA/,"Thu, 04 Dec 2025 00:55:00 +0000",,OSEN,&lt;방송사에서 제공한 자료를 바탕으로 작성된 리뷰 기사입니다.&gt;[OSEN=장우영 기자] &lsquo;정승제 하숙집&rsquo;이 정승제의 본격적인 인생 과외와 진짜 청춘의 민낯을 담은 &lsquo;리얼 하숙 라이프&rsquo;로 시청자를 사로잡았다.3일 방송된 티캐스트 E채널 &lsquo;인생 때려잡기: 정승제 하숙집&rsquo;(이하 &lsquo,"<img src=""https://www.chosun.com/resizer/v2/G4YTCN3FGA2WCNLCGNSDEODGMU.jpg?auth=c4105a3bf749058fb0d04b2e04a9e9205e7d80289758520f897cfccbd044b39e&smart=true&width=530&height=834"" alt="""" height=""834"" width=""530""/><p>&lt;방송사에서 제공한 자료를 바탕으로 작성된 리뷰 기사입니다.&gt;</p>",<방송사에서 제공한 자료를 바탕으로 작성된 리뷰 기사입니다.>,https://www.chosun.com/resizer/v2/G4YTCN3FGA2WCNLCGNSDEODGMU.jpg?auth=c4105a3bf749058fb0d04b2e04a9e9205e7d80289758520f897cfccbd044b39e&smart=true&width=530&height=834,,https://www.chosun.com/entertainments/broadcast/2025/12/04/G43DEM3FGY3WMMZQMFQTAYTCGA/
“김수용 귓불주름은 노화 현상”… 흉부외과 교수가 밝힌 심근경색 전조증상은,https://www.chosun.com/national/national_general/2025/12/04/4OGLUOFDQZC6PH4SPMB3XP4IFE/,"Wed, 03 Dec 2025 22:40:53 +0000",,김자아 기자,,"<img src=""https://www.chosun.com/resizer/v2/NK3DO5IU65EGNIKRE33Z3MFBEQ.png?auth=84ce91204289994ff513c9bc0932b5fce88be38abc1b5a1978367838841b7e59&smart=true&width=1200&height=800"" alt=""김수용 귓볼 주름. /인스타그램"" height=""800"" width=""1200""/><p>귓불 주름이 심근경색의 전조증상일 수 있다는 견해가 온라인상에 퍼진 것과 관련 유명 흉부외과 전문의가 의학적 인과관계가 있다고 보기 어렵다는 의견을 밝혔다.</p>",귓불 주름이 심근경색의 전조증상일 수 있다는 견해가 온라인상에 퍼진 것과 관련 유명 흉부외과 전문의가 의학적 인과관계가 있다고 보기 어렵다는 의견을 밝혔다.,https://www.chosun.com/resizer/v2/BH5YYGPF3VDRNJH7W4PHGHX35M.jpg?auth=4812d0e610db4fc88710988987afef501c8b73edfeee24bd56281cc19548b384&smart=true&width=345&height=259,,https://www.chosun.com/national/national_general/2025/12/04/4OGLUOFDQZC6PH4SPMB3XP4IFE/
美 고용시장에 적신호 켜지자 뛰어오른 뉴욕증시... 다우 0.9%↑,https://www.chosun.com/international/international_general/2025/12/04/SRZHEJCOUVGETAGBSTWMCM5LWI/,"Wed, 03 Dec 2025 21:10:23 +0000",,뉴욕=윤주헌 특파원,,"<img src=""https://www.chosun.com/resizer/v2/X66FFVIQYZIKLBQNNG2S5BZJLM.jpg?auth=6213549c8d55081bd9572ffc5eb8bd82f8a150a6432e77fea514d067a1309dea&smart=true&width=8126&height=5129"" alt=""미국 뉴욕증시는 3일 일제히 상승했다.
/AFP 연합뉴스"" height=""5129"" width=""8126""/><p>미국 뉴욕 증시가 3일(현지 시각) 일제히 상승했다. 이날 오전 공개된 자료에서 11월 미국의 민간 기업 고용이 예상에 크게 못 미쳤다는 점이 확인되면서 10일 연방준비제도(연준) 기준금리 인하 가능성이 높아진 영향을 받았다. 또 금리 인하 필요성을 강조하는 케빈 해싯 국가경제위원회(NEC) 위원장이 차기 연준 의장에 낙점될 가능성이 높다는 점도 반영된 것으로 보인다. 가상 화폐 비트코인은 전날에 이어 상승세를 이어 갔다.</p>",미국 뉴욕 증시가 3일(현지 시각) 일제히 상승했다. 이날 오전 공개된 자료에서 11월 미국의 민간 기업 고용이 예상에 크게 못 미쳤다는 점이 확인되면서 10일 연방준비제도(연준) 기준금리 인하 가능성이 높아진 영향을 받았다. 또 금리 인하 필요성을 강조하는 케빈 해싯 국가경제위원회(NEC) 위원장이 차기 연준 의장에 낙점될 가능성이 높다는 점도 반영된 것으로 보인다. 가상 화폐 비트코인은 전날에 이어 상승세를 이어 갔다.,,,https://www.chosun.com/international/international_general/2025/12/04/SRZHEJCOUVGETAGBSTWMCM5LWI/
"천대엽, 내란재판부 설치법에 “삼권분립 역사의 뒤안으로 사라져”",https://www.chosun.com/national/court_law/2025/12/03/7VDD5PI7GVHITHFO76D2AMQCSI/,"Wed, 03 Dec 2025 14:03:44 +0000",,김은경 기자,,"<img src=""https://www.chosun.com/resizer/v2/7CO426J3KBJVXB7T2MAFWIHNVE.jpg?auth=8df932b7af4dbea0a5fba8f9a93b99f9946e871c05cdeaa322599fde121b0ba8&smart=true&width=1897&height=1387"" alt=""천대엽 법원행정처장이 3일 서울 여의도 국회에서 열린 제429회 국회(정기회) 법제사법위원회 제16차 전체회의에서 의원들 질의에 답하고 있다. /연합뉴스"" height=""1387"" width=""1897""/><p>천대엽 법원행정처장은 3일 더불어민주당이 추진하는 내란전담재판부 설치법이 시행되면 “87년 헌법 아래서 누렸던 삼권분립과 사법부 독립이 역사의 뒤안으로 사라질 수 있다”고 했다.</p>",천대엽 법원행정처장은 3일 더불어민주당이 추진하는 내란전담재판부 설치법이 시행되면 “87년 헌법 아래서 누렸던 삼권분립과 사법부 독립이 역사의 뒤안으로 사라질 수 있다”고 했다.,,,https://www.chosun.com/national/court_law/2025/12/03/7VDD5PI7GVHITHFO76D2AMQCSI/
카터의 ‘주한 미군 철수’ 저지... 그 뒤에 정주영 회장이 있었다,https://www.chosun.com/economy/economy_general/2025/12/04/E5DMKN27GJGEBL4AKV4RSBAXNE/,"Wed, 03 Dec 2025 18:00:00 +0000",,박정웅 ㈜메이텍 대표·前태평양경제협의회 한국사무국장,,"<p><style>.pre_wrap{ display: flex; flex-wrap: wrap; } .pre_img {  width: 100%; } .pre_img { display: block !important; } .pre_img_mobile { display: none !important;} @media only screen and (max-width: 689px) { .pre_img_pc {display: none !important;} .pre_img_mobile { display: block !important;} } </style> 
<div class=""pre_wrap"">
	<img src=""https://cloudfront-ap-northeast-1.images.arcpublishing.com/chosun/VOAM5PGGHFFPVL2R6K2EOBGTRA.jpg"" alt="""" class=""pre_img pre_img_pc"">
	<img  src=""https://cloudfront-ap-northeast-1.images.arcpublishing.com/chosun/FYNEXBUOH5DFPNQIRRLFYRCUP4.jpg"" alt="""" class=""pre_img pre_img_mobile"">
</div>
<p style="" font-family: NotoSansKR-Regular, sans-serif; font-weight: 400; color: #707070;padding-top: 8px;  font-size: 14px; margin: 0; text-align: left; display: block; word-break: keep-all;"">사진=조선DB·연합뉴스, 그래픽=조선디자인랩 정다운</p></p><p>“수출을 해야 먹고사는 나라인데, 언제 난리가 날지 모르는 나라에 누가 주문을 합니까? 또 투자를 하는 나라는 어디 있겠습니까? 우리 국가 안보는 나라 경제의 생사의 문제입니다. 우리 경제계도 사업 영역을 따지지 말고 발 벗고 나서야 합니다.” </p>","사진=조선DB·연합뉴스, 그래픽=조선디자인랩 정다운",https://www.chosun.com/resizer/v2/VOAM5PGGHFFPVL2R6K2EOBGTRA.jpg?auth=1fb809813af71481b35ab0780ecfea33c42f5234d760b292305f05a30589a27c&smart=true&width=2560&height=1440,,https://www.chosun.com/economy/economy_general/2025/12/04/E5DMKN27GJGEBL4AKV4RSBAXNE/
"장기용, 멋진데 웃기기까지…글로벌 여심 싹쓸이한 매력덩이(‘키스는 괜히 해서’)",https://www.chosun.com/entertainments/broadcast/2025/12/04/GBRTAMLDGI4DAOJVGRRGGYZVMU/,"Thu, 04 Dec 2025 00:53:00 +0000",,OSEN,"[OSEN=강서정 기자] &lsquo;키스는 괜히 해서!&rsquo;&nbsp;블랙홀 같은 장기용의 매력에 글로벌 여심이 들썩인다.SBS&nbsp;수목드라마&nbsp;&lsquo;키스는 괜히 해서!&rsquo;(극본 하윤아,&nbsp;태경민, 연출 김재현,&nbsp;김현우)가 국내를 넘어 해외에서까지 폭발적인 반응을 이끌고 있다.&nbsp;전 채널 평일 드","<img src=""https://www.chosun.com/resizer/v2/HFSWEYRTHBRTCODGGJTGCMJVMU.jpg?auth=51185f5fa2c4673af839b668dd3a5941dab8509aab98331902c1bd6ff0c8b3fb&smart=true&width=650&height=487"" alt="""" height=""487"" width=""650""/><p>[OSEN=강서정 기자] &lsquo;키스는 괜히 해서!&rsquo;&nbsp;블랙홀 같은 장기용의 매력에 글로벌 여심이 들썩인다.</p>",[OSEN=강서정 기자] ‘키스는 괜히 해서!’ 블랙홀 같은 장기용의 매력에 글로벌 여심이 들썩인다.,https://www.chosun.com/resizer/v2/HFSWEYRTHBRTCODGGJTGCMJVMU.jpg?auth=51185f5fa2c4673af839b668dd3a5941dab8509aab98331902c1bd6ff0c8b3fb&smart=true&width=650&height=487,,https://www.chosun.com/entertainments/broadcast/2025/12/04/GBRTAMLDGI4DAOJVGRRGGYZVMU/
‘K-OTT 공룡’ 탄생 막는 KT 몽니?... 티빙·웨이브 합병 지지부진,https://www.chosun.com/economy/tech_it/2025/12/04/LE5YHGMOO5GQHFGO4LOBMAPFUQ/,"Wed, 03 Dec 2025 21:00:01 +0000",,김강한 기자,,"<img src=""https://www.chosun.com/resizer/v2/PP2KUZ6WCVGKROHNPGADIOIC3A.jpg?auth=872861156662dba84950c18082487cab7480ec9714ae53e6a1133c10f5591def&smart=true&width=720&height=133"" alt=""티빙 웨이브"" height=""133"" width=""720""/><p>토종 OTT(온라인동영상서비스) 티빙과 웨이브가 합병을 위한 양해각서(MOU)를 체결한 지 어느덧 2년이 지났습니다. 그러나 아직 정확한 합병 시점을 정하지 못하고 있습니다. KT가 반대하고 있기 때문입니다. </p>",토종 OTT(온라인동영상서비스) 티빙과 웨이브가 합병을 위한 양해각서(MOU)를 체결한 지 어느덧 2년이 지났습니다. 그러나 아직 정확한 합병 시점을 정하지 못하고 있습니다. KT가 반대하고 있기 때문입니다.,https://www.chosun.com/resizer/v2/XKFFS54IRFDO7F7MH2U2CS4IYU.jpg?auth=2038bb19409076d235b500f73415a706cf5230a8570a0627846088c0220a4ca3&smart=true&width=629&height=472,,https://www.chosun.com/economy/tech_it/2025/12/04/LE5YHGMOO5GQHFGO4LOBMAPFUQ/
"정세현 “대통령 참모들, 그러고도 월급 받나... 저 같으면 개각”",https://www.chosun.com/politics/politics_general/2025/12/03/ZLH2HEBFANFPTPZSNOY5XNVKRI/,"Wed, 03 Dec 2025 13:29:14 +0000",,김민서 기자,,"<p>이재명 정부 출범 6개월을 맞이해 열린 ‘남북관계 원로 특별좌담’에 참여한 친여(親與) 성향의 원로 인사들이 정부의 ‘END구상’을 수정하고 국가안전보장회의(NSC) 조직 개편 및 개각 필요성을 제기했다. </p><img src=""https://www.chosun.com/resizer/v2/MQYTMYLCGQ4DSZLDMI2GEOJTMI.jpg?auth=fd2462a36b3abc14bf1042526fa9bc510f98fae725a8173a30eed068296ae6c4&smart=true&width=5730&height=3682"" alt=""정동영 통일부 장관(오른쪽에서 네번째)이 3일 서울 중구 한국프레스센터에서 한반도평화포럼이 '이재명 정부 통일외교안보 정책:평가와 전망'을 주제로 개최한 남북관계 원로 특별좌담회 참석자들과 기념촬영을 하고 있다. 왼쪽부터 김연철 한반도평화포럼 이사장, 문정인 연세대 명예교수, 정현백 전 여가부장관, 임동원 한반도평화포럼 명예이사장, 정동영 장관, 정세현 전 통일부장관, 이재정 전 통일부장관, 양무진 북한대핵원대학교 석좌교수. /뉴스1"" height=""3682"" width=""5730""/>",이재명 정부 출범 6개월을 맞이해 열린 ‘남북관계 원로 특별좌담’에 참여한 친여(親與) 성향의 원로 인사들이 정부의 ‘END구상’을 수정하고 국가안전보장회의(NSC) 조직 개편 및 개각 필요성을 제기했다.,,,https://www.chosun.com/politics/politics_general/2025/12/03/ZLH2HEBFANFPTPZSNOY5XNVKRI/
"'런던의 왕' 손흥민이 돌아온다…英 BBC 대서특필! 만원관중 앞 마지막 경기→홈 작별 인사 ""정말 기쁘다""",https://www.chosun.com/sports/world-football/2025/12/04/HE2GGNDCGBSGIMTFGEZWGMLBGM/,"Thu, 04 Dec 2025 00:51:34 +0000",,스포츠조선,[스포츠조선 김가을 기자]'런던의 왕' 손흥민(LA FC)이 토트넘으로 돌아온다. 토트넘은 3일(이하 한국시각) 구단 공식 채널을 통해 '손흥민이 10일 슬라비아 프라하(체코)와의 2025~2026시즌 유럽챔피언스리그(UCL) 리그페이즈 경기에서 홈 팬들에게 작별 인사를 하기 위해 팀을 떠난 뒤 처음으로 토트넘 홋스퍼 스타디움에 돌아온다. 메이저 리그 사커,"<img src=""https://www.chosun.com/resizer/v2/GI3GKYRSMQ2TIMZZMY3WIZRRGE.jpg?auth=646a1fd07bab41bc5fe00a032ed129e9f555153b7382af0ca48d34b2198a6ef0&smart=true&width=648&height=853"" alt=""사진=토트넘 구단 공식 SNS 캡처"" height=""853"" width=""648""/><p>[스포츠조선 김가을 기자]'런던의 왕' 손흥민(LA FC)이 토트넘으로 돌아온다.</p>",[스포츠조선 김가을 기자]'런던의 왕' 손흥민(LA FC)이 토트넘으로 돌아온다.,https://www.chosun.com/resizer/v2/GI3GKYRSMQ2TIMZZMY3WIZRRGE.jpg?auth=646a1fd07bab41bc5fe00a032ed129e9f555153b7382af0ca48d34b2198a6ef0&smart=true&width=648&height=853,,https://www.chosun.com/sports/world-football/2025/12/04/HE2GGNDCGBSGIMTFGEZWGMLBGM/
"‘최형우 직격탄’ 사라진 경쟁→차가운 시장, 김재환, 두산 제시액도 못 받으면 명분·실리 다 날린다",https://www.chosun.com/sports/baseball/2025/12/04/MQYTOZBSMU3GENTBMYYGMZDGGQ/,"Thu, 04 Dec 2025 00:43:26 +0000",,스포츠조선,,"<img src=""https://www.chosun.com/resizer/v2/GE4DCMRRGEYTAMZRGI3GIOBWGM.jpg?auth=2e50c2616cb277d281a9a8d0d5de67b010c5bc593c02da929c90c8c6aaeae379&smart=true&width=650&height=836"" alt=""스포츠조선DB"" height=""836"" width=""650""/><p>두산 베어스를 떠나 새 팀을 물색중인 김재환이 위기에 봉착했다. 시장 분위기가 예상보다 차갑다.</p>",두산 베어스를 떠나 새 팀을 물색중인 김재환이 위기에 봉착했다. 시장 분위기가 예상보다 차갑다.,https://www.chosun.com/resizer/v2/GE4DCMRRGEYTAMZRGI3GIOBWGM.jpg?auth=2e50c2616cb277d281a9a8d0d5de67b010c5bc593c02da929c90c8c6aaeae379&smart=true&width=650&height=836,,https://www.chosun.com/sports/baseball/2025/12/04/MQYTOZBSMU3GENTBMYYGMZDGGQ/
‘내란죄’는 사면복권서 제외... 법사위서 與 단독 처리,https://www.chosun.com/politics/assembly/2025/12/03/WA5Y35AO7JDIPLFOXQO33QBGRA/,"Wed, 03 Dec 2025 13:26:33 +0000",,김상윤 기자,,"<img src=""https://www.chosun.com/resizer/v2/GLIQGFIA5VO65LZ5ZEOX5YRGOM.jpg?auth=b3ce61da5ed948f8ce05c0953228058f7430e0e0266956de77c3f1f9a904f1b0&smart=true&width=5424&height=3616"" alt=""3일 밤 국회 법제사법위원회 전체회의에서 추미애 위원장이 의사봉을 두드리고 있다. 국민의힘은 더불어민주당의 법안 강행 처리에 반발해 퇴장했다. /연합뉴스"" height=""3616"" width=""5424""/><p>국회 법제사법위원회는 3일 전체회의에서 내란전담재판부 설치법과 고위공직자범죄수사처(공수처)법 개정안, 형법 개정안을 더불어민주당 주도로 처리했다. 국민의힘은 법안 처리에 반대하며 회의에 참석하지 않았다.</p>","국회 법제사법위원회는 3일 전체회의에서 내란전담재판부 설치법과 고위공직자범죄수사처(공수처)법 개정안, 형법 개정안을 더불어민주당 주도로 처리했다. 국민의힘은 법안 처리에 반대하며 회의에 참석하지 않았다.",,,https://www.chosun.com/politics/assembly/2025/12/03/WA5Y35AO7JDIPLFOXQO33QBGRA/
"파수-커넥트AI, 해외 진출 기업 지원 위한 전략적 파트너십 체결",https://www.chosun.com/economy/tech_it/2025/12/04/GYZTGY3FGE2DEZTDMNSDGZJQHA/,"Thu, 04 Dec 2025 00:49:03 +0000",,이경탁 기자(조선비즈)," 파수는 글로벌 디지털 무역 플랫폼 기업 커넥트AI와 해외 진출 기업 지원을 위한 전략적 파트너십을 체결했다고 4일 밝혔다. 양사는 커넥트AI의 글로벌 비즈니스 중개 플랫폼에 파수의 보안 솔루션을 연동한 신규 서비스를 개발하고, 해외 시장으로 진출하는 기업을 위한 보안 역량 강화 지원에 협력한다. 커넥트AI는 국가·시장별 현지 바이어 매칭과 마케팅·사업 제","<img src=""https://www.chosun.com/resizer/v2/GVRWMNJSGE3GCNTDGJTDQYLGMI.jpg?auth=6c97520d8fd7b5a595ab63bc2384f5f13c7456d93784be8e31c8d88f8530bca9&smart=true&width=1600&height=1063"" alt=""지난 3일 서울 상암동 파수 본사에서 개최된 파수와 커넥트AI의 전략적 파트너십 체결식에서 양송이 커넥트AI 대표(왼쪽)와 조규곤 파수 대표가 기념사진을 촬영하고 있다./파수 제공"" height=""1063"" width=""1600""/><p>파수는 글로벌 디지털 무역 플랫폼 기업 커넥트AI와 해외 진출 기업 지원을 위한 전략적 파트너십을 체결했다고 4일 밝혔다.</p>",파수는 글로벌 디지털 무역 플랫폼 기업 커넥트AI와 해외 진출 기업 지원을 위한 전략적 파트너십을 체결했다고 4일 밝혔다.,https://www.chosun.com/resizer/v2/GVRWMNJSGE3GCNTDGJTDQYLGMI.jpg?auth=6c97520d8fd7b5a595ab63bc2384f5f13c7456d93784be8e31c8d88f8530bca9&smart=true&width=1600&height=1063,,https://www.chosun.com/economy/tech_it/2025/12/04/GYZTGY3FGE2DEZTDMNSDGZJQHA/
"드레스 입은 김유정, 한밤의 질주..♥홍종현 벗어나 또 생존할까('친애하는 X')",https://www.chosun.com/entertainments/broadcast/2025/12/04/MNQWENZZMNQWKNBVGBRTSZRVG4/,"Thu, 04 Dec 2025 00:48:18 +0000",,스포츠조선,"[스포츠조선 문지연 기자] '친애하는 X' 백아진 생존기의 마지막 장이다. 티빙 오리지널 '친애하는 X'(최자원 반지운 극본, 이응복 박소현 연출) 측은 11-12회 공개를 앞둔 4일 마침내 위태로운 정상에 다다른 백아진(김유정)과 윤준서(김영대), 김재오(김도훈)의 모습이 담긴 스틸컷을 공개했다. 구원과 파멸의 경계에 놓인 이들의 최후 운명을 궁금케 한다","<img src=""https://www.chosun.com/resizer/v2/MNSDIMJVGZSGMNTFGE4WKMRUGM.jpg?auth=7dfab951c3ca1f46a51ee2b0af7c34abc8afc056196be0bc8c8c8241c0f3ac24&smart=true&width=700&height=945"" alt="""" height=""945"" width=""700""/><p>[스포츠조선 문지연 기자] '친애하는 X' 백아진 생존기의 마지막 장이다.</p>",[스포츠조선 문지연 기자] '친애하는 X' 백아진 생존기의 마지막 장이다.,https://www.chosun.com/resizer/v2/MNSDIMJVGZSGMNTFGE4WKMRUGM.jpg?auth=7dfab951c3ca1f46a51ee2b0af7c34abc8afc056196be0bc8c8c8241c0f3ac24&smart=true&width=700&height=945,,https://www.chosun.com/entertainments/broadcast/2025/12/04/MNQWENZZMNQWKNBVGBRTSZRVG4/
에스파 중국인 멤버 사진 논란에… “日 방송 부르지마” 서명 12만건,https://www.chosun.com/culture-life/k-culture/2025/12/04/L5JRQ3WEN5GYBHO6TVCJNZF7Q4/,"Thu, 04 Dec 2025 00:32:26 +0000",,이가영 기자,,"<img src=""https://www.chosun.com/resizer/v2/KTKWMJY6OBKBLF6ZN7RFAENBE4.JPG?auth=d9cdd2b8a9f4df5496610be05ba29924be9692f92e1c7d564c9c22f799706e5f&smart=true&width=1853&height=2628"" alt=""에스파 닝닝. /뉴스1"" height=""2628"" width=""1853""/><p>일본 NHK가 그룹 에스파의 연말 특집 프로그램 ‘홍백가합전’ 출연에 문제가 없다고 밝혔지만, 에스파 출연 반대 서명에 참여하는 이들은 계속해서 늘고 있다. </p>","일본 NHK가 그룹 에스파의 연말 특집 프로그램 ‘홍백가합전’ 출연에 문제가 없다고 밝혔지만, 에스파 출연 반대 서명에 참여하는 이들은 계속해서 늘고 있다.",,,https://www.chosun.com/culture-life/k-culture/2025/12/04/L5JRQ3WEN5GYBHO6TVCJNZF7Q4/
"양천구, 목동 1~3단지 정비구역 지정… “4만7000세대 신도시급 재건축”",https://www.chosun.com/economy/real_estate/2025/12/04/MIYDCNDFMZRTQNRRMM4TCZLCGM/,"Thu, 04 Dec 2025 00:48:10 +0000",,김보연 기자(조선비즈)," 서울시 양천구는 목동 1~3단지 재건축 정비계획 결정 및 정비구역 지정이 4일 고시됐다고 밝혔다. 이에 따라 목동아파트 14개 단지의 정비구역 지정이 모두 완료, 재건축 사업이 본격 실행 단계에 접어들었다. 양천구는 “연내 모든 단지 정비구역 지정 완료라는 당초 목표를 달성하며, 총 4만7438세대 규모의 ‘신도시급 대규모 주거단지’ 조성이라는 종착역을 ","<img src=""https://www.chosun.com/resizer/v2/MFRTONBTHEYGINBTGZSDCMJVMY.jpg?auth=57c4689131ecff5127fc99238b0fd4f612f670ad4d5c6b4d1522fa0d5edab1ee&smart=true&width=1200&height=696"" alt=""목동1단지 조감도./양천구 제공"" height=""696"" width=""1200""/><p>서울시 양천구는 목동 1~3단지 재건축 정비계획 결정 및 정비구역 지정이 4일 고시됐다고 밝혔다. 이에 따라 목동아파트 14개 단지의 정비구역 지정이 모두 완료, 재건축 사업이 본격 실행 단계에 접어들었다.</p>","서울시 양천구는 목동 1~3단지 재건축 정비계획 결정 및 정비구역 지정이 4일 고시됐다고 밝혔다. 이에 따라 목동아파트 14개 단지의 정비구역 지정이 모두 완료, 재건축 사업이 본격 실행 단계에 접어들었다.",https://www.chosun.com/resizer/v2/MFRTONBTHEYGINBTGZSDCMJVMY.jpg?auth=57c4689131ecff5127fc99238b0fd4f612f670ad4d5c6b4d1522fa0d5edab1ee&smart=true&width=1200&height=696,,https://www.chosun.com/economy/real_estate/2025/12/04/MIYDCNDFMZRTQNRRMM4TCZLCGM/
"김소니아 23득점...BNK, 삼성생명에 72대67 역전승",https://www.chosun.com/sports/basketball/2025/12/03/HURCQ7A6FBGTZNEI6YWPAGOKHI/,"Wed, 03 Dec 2025 12:37:36 +0000",,성진혁 기자,,"<img src=""https://www.chosun.com/resizer/v2/JXWD76THHNG7ZHCOKAVRY3BFFI.jpg?auth=e4fc1d57ec8a218b6127006a4f85dd617e67bb56f961c51b2ff2abe83061ef78&smart=true&width=2475&height=3713"" alt=""BNK의 김소니아(오른쪽)가 3일 삼성생명과 벌인 여자 프로농구 부산 홈 경기에서 골밑 돌파를 하는 모습. /WKBL"" height=""3713"" width=""2475""/><p>부산 BNK가 3일 열린 여자 프로농구 홈경기에서 용인 삼성생명을 72대67로 이겼다. 지난 시즌 챔피언전 우승팀 BNK는 2025-2026시즌 1라운드를 3승 2패, 3위로 마쳤다. </p>","부산 BNK가 3일 열린 여자 프로농구 홈경기에서 용인 삼성생명을 72대67로 이겼다. 지난 시즌 챔피언전 우승팀 BNK는 2025-2026시즌 1라운드를 3승 2패, 3위로 마쳤다.",,,https://www.chosun.com/sports/basketball/2025/12/03/HURCQ7A6FBGTZNEI6YWPAGOKHI/
"'48kg' 이수지, 김사랑에 돌직구..""여우의 향기가 난다""('잘빠지는연애')",https://www.chosun.com/entertainments/broadcast/2025/12/04/HA4WGN3EMY3TOYZSGIYTANLCMY/,"Thu, 04 Dec 2025 00:47:00 +0000",,OSEN,&lt;방송사에서 제공한 자료를 바탕으로 제공된 리뷰 기사입니다.&gt;[OSEN=선미경 기자]&nbsp;'잘 빠지는 연애'&nbsp;회를 거듭할수록 잘빼남녀의 마음이 더 거칠게 요동치고 있다. 이수지는 플러팅으로 판도를 흔든 인천 김사랑에게 돌직구를 던졌다.지난 3일 오후에 방송된&nbsp;TV CHOSUN '잘 빠지는 연애'에서는 잘빼남녀의 관계가 한층,"<img src=""https://www.chosun.com/resizer/v2/G5QWIODFMUYWEY3FMJRDSMZTGA.jpg?auth=b1944ddf129d1e8f59b814746e5accc9c8433c521aaf99e1873889f8b01b1e1b&smart=true&width=530&height=820"" alt="""" height=""820"" width=""530""/><p>&lt;방송사에서 제공한 자료를 바탕으로 제공된 리뷰 기사입니다.&gt;</p>",<방송사에서 제공한 자료를 바탕으로 제공된 리뷰 기사입니다.>,https://www.chosun.com/resizer/v2/G5QWIODFMUYWEY3FMJRDSMZTGA.jpg?auth=b1944ddf129d1e8f59b814746e5accc9c8433c521aaf99e1873889f8b01b1e1b&smart=true&width=530&height=820,,https://www.chosun.com/entertainments/broadcast/2025/12/04/HA4WGN3EMY3TOYZSGIYTANLCMY/
"NHN, AGF 2025 부스·이벤트 공개… ‘어비스디아’·‘최애의 아이’ 출격",https://www.chosun.com/economy/tech_it/2025/12/04/GY3WMMLEHFSWGODFMMYDKMBZHE/,"Thu, 04 Dec 2025 00:46:57 +0000",,이경탁 기자(조선비즈), NHN이 2026년 출시 예정인 수집형 RPG ‘어비스디아’와 3매치 퍼즐 게임 ‘【최애의 아이】Puzzle Star’의 AGF 2025 부스 운영 계획을 4일 공개했다. AGF 2025는 오는 5일부터 7일까지 경기도 고양시 킨텍스에서 진행되는 국내 최대 종합 애니메이션·게임 행사다. NHN은 올해 행사에서 두 타이틀을 중심으로 팬들과 현장에서 만나는 ,"<img src=""https://www.chosun.com/resizer/v2/MY4DEYJTG5QTIMRUMU3DINTCMU.jpg?auth=f2b85208822c5b20e25aaeb29732aecb288bff5feca5ef97564c29910d15cdeb&smart=true&width=4500&height=2535"" alt=""NHN AGF 2025 부스./NHN 제공"" height=""2535"" width=""4500""/><p>NHN이 2026년 출시 예정인 수집형 RPG ‘어비스디아’와 3매치 퍼즐 게임 ‘【최애의 아이】Puzzle Star’의 AGF 2025 부스 운영 계획을 4일 공개했다.</p>",NHN이 2026년 출시 예정인 수집형 RPG ‘어비스디아’와 3매치 퍼즐 게임 ‘【최애의 아이】Puzzle Star’의 AGF 2025 부스 운영 계획을 4일 공개했다.,https://www.chosun.com/resizer/v2/MY4DEYJTG5QTIMRUMU3DINTCMU.jpg?auth=f2b85208822c5b20e25aaeb29732aecb288bff5feca5ef97564c29910d15cdeb&smart=true&width=4500&height=2535,,https://www.chosun.com/economy/tech_it/2025/12/04/GY3WMMLEHFSWGODFMMYDKMBZHE/
